Seed,Cycle,RawCPU,Tasks,GovMode,GovSaved,StaticSaved
100,40,57.71,7250,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,41,93.19,6355,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,42,68.18,7773,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,43,72.22,4542,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,44,92.79,2582,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,45,52.8,6037,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,46,76.02,3176,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,47,53.73,6675,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,48,59.58,6201,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,49,51.41,915,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,50,86.45,7761,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,51,56.61,3038,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,52,72.8,2273,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,53,79.49,6633,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,54,83.54,3426,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,55,62.69,602,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,56,81.55,4395,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,57,55.22,4803,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,58,51.31,5379,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,59,56.08,3693,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,60,83.42,1352,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,61,66.23,6342,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,62,53.03,5904,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,63,79.1,4965,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,64,47.06,4147,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,65,53.54,7043,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,66,70.12,6686,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,67,47.5,2123,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,68,94.5,1789,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,69,50.0,1646,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,70,56.22,1238,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,71,51.52,1047,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,72,81.44,6506,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,73,66.31,4928,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,74,67.6,4190,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,75,63.21,4220,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,76,72.75,5468,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,77,75.73,2557,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,78,67.14,7270,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,79,56.06,3881,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,80,49.1,5397,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,81,59.26,3783,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,82,89.98,7395,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,83,82.67,2060,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,84,57.07,887,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,85,65.7,2723,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,86,45.15,7024,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,87,61.14,713,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,88,97.59,5074,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,89,60.61,3798,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,90,45.52,1155,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,91,56.64,5776,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,92,79.07,5631,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,93,46.22,1211,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,94,88.52,3388,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,95,62.17,7798,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,96,68.55,6465,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,97,85.83,7908,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,98,96.76,687,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
100,99,81.73,7483,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
100,100,63.68,7059,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,1,75.8,2095,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,2,93.14,4917,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,3,93.97,4326,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,4,47.57,4624,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,5,56.37,2316,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,6,93.63,4476,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,7,81.7,2239,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,8,62.44,4087,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,9,48.73,2083,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,10,53.54,4147,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,11,85.8,3502,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,12,55.16,6941,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,13,62.28,5721,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,14,86.93,3959,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,15,56.04,4023,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,16,69.79,2234,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,17,50.87,7245,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,18,78.12,3191,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,19,80.23,7729,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,20,59.17,6908,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,21,65.1,3964,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,22,49.07,6598,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,23,80.45,553,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,24,91.21,2275,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,25,73.36,3330,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,26,87.17,3538,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,27,82.34,577,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,28,58.89,7212,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,29,53.13,783,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,30,67.88,2775,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,31,48.48,1735,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,32,66.45,6466,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,33,88.89,7843,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,34,79.58,4392,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,35,53.82,7412,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,36,91.42,3050,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,37,91.02,1984,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,38,81.63,6098,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,39,91.27,1188,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,40,48.5,5215,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,41,63.33,6251,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,42,91.41,7369,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,43,88.31,6036,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,44,82.4,6844,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,45,77.09,4273,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,46,86.99,1649,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,47,81.35,6992,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,48,55.65,7810,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,49,74.01,7787,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,50,96.34,1165,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,51,95.73,7745,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,52,61.53,3572,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,53,48.58,4993,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,54,74.17,3370,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,55,69.54,2077,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,56,59.77,7254,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,57,62.36,2794,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,58,94.67,2548,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,59,69.7,3981,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,60,50.95,7055,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,61,92.76,3114,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,62,57.95,2798,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,63,79.63,7771,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,64,54.33,615,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,65,78.55,7518,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,66,77.49,5873,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,67,75.18,7088,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,68,62.83,6978,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,69,59.48,5910,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,70,55.38,5358,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,71,73.37,3239,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,72,45.98,1595,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,73,60.27,6061,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,74,64.31,3803,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,75,66.24,945,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,76,84.49,4729,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,77,48.51,1713,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,78,80.24,1694,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,79,63.15,3530,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,80,46.26,7546,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,81,80.25,6043,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,82,80.58,7243,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,83,64.31,5930,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,84,78.2,2211,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,85,51.76,4971,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,86,74.47,2959,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,87,80.82,6519,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,88,58.54,7726,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,89,68.06,4226,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,90,96.63,6655,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
101,91,47.15,906,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,92,75.64,3306,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,93,84.22,4094,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,94,68.24,922,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,95,59.26,6319,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,96,55.84,775,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,97,85.98,4310,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,98,96.66,5566,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,99,93.87,977,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
101,100,45.7,4203,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,1,52.85,5545,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,2,63.99,5041,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,3,82.76,5479,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,4,54.67,2898,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,5,77.73,5138,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,6,75.81,6433,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,7,73.1,5576,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,8,84.56,7749,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,9,91.61,6523,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,10,86.92,4116,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,11,57.02,1548,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,12,49.5,933,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,13,81.56,5491,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,14,75.49,7859,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,15,71.56,2318,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,16,82.86,4806,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,17,52.7,5588,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,18,66.84,4421,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,19,80.53,2518,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,20,77.4,7286,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,21,62.65,6133,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,22,55.31,4001,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,23,84.62,4031,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,24,89.53,1593,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,25,93.1,1868,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,26,64.26,1088,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,27,76.21,5672,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,28,60.63,1546,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,29,74.58,4109,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,30,96.13,6785,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,31,92.11,7258,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,32,61.75,6581,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,33,69.92,4894,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,34,68.7,5625,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,35,97.47,4689,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,36,81.22,3700,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,37,57.95,2179,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,38,76.82,7995,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,39,73.78,1830,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,40,73.28,3528,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,41,72.97,3763,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,42,51.32,4382,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,43,95.04,1909,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,44,61.29,6878,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,45,90.48,7731,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,46,93.34,6449,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,47,58.5,6107,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,48,92.04,1909,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,49,56.29,4168,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,50,55.14,1784,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,51,56.7,3898,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,52,52.27,5415,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,53,70.42,2383,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,54,45.54,2479,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,55,65.63,1730,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,56,51.13,6858,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,57,52.98,3921,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,58,59.5,2685,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,59,83.6,3894,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,60,84.37,4022,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,61,54.97,2933,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,62,89.17,6068,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,63,55.68,4311,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,64,54.94,6906,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,65,88.98,4287,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,66,75.3,2196,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,67,79.05,2358,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,68,58.73,1893,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,69,92.4,6354,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,70,65.65,7360,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,71,85.51,6080,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
102,72,69.87,562,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,73,58.5,3829,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,74,56.6,5817,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,75,67.63,2435,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,76,82.37,1098,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,77,78.82,4389,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,78,50.96,1787,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,79,59.52,6877,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,80,53.66,2033,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,81,90.94,994,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,82,81.84,5981,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,83,95.34,1663,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,84,52.2,6314,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,85,76.89,4449,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,86,84.26,1109,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,87,95.64,3296,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,88,73.8,4337,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,89,93.47,4215,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,90,81.12,6998,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,91,52.33,574,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,92,58.82,2801,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,93,92.71,1736,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,94,93.99,4467,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,95,97.26,2107,APPROXIMATED_DISCRETE_MILP,0.4692,0.2
102,96,48.54,6709,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,97,74.58,2158,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,98,95.82,753,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,99,58.63,4438,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
102,100,74.49,5401,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,1,96.89,4237,APPROXIMATED_DISCRETE_MILP,0.3264,0.2
103,2,94.51,6205,APPROXIMATED_DISCRETE_MILP,0.34,0.2
103,3,83.95,2260,APPROXIMATED_DISCRETE_MILP,0.3876,0.2
103,4,81.52,7974,APPROXIMATED_DISCRETE_MILP,0.4352,0.2
103,5,76.95,1498,APPROXIMATED_DISCRETE_MILP,0.4828,0.2
103,6,79.68,4277,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,7,92.15,7644,APPROXIMATED_DISCRETE_MILP,0.4692,0.2
103,8,80.79,4506,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,9,49.36,2322,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,10,75.91,702,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,11,47.34,1378,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,12,81.65,5474,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,13,72.74,2002,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,14,84.53,7552,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,15,83.86,6422,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,16,80.66,2356,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,17,86.67,5189,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,18,85.88,5559,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,19,58.19,3523,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,20,55.74,2290,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,21,95.13,5565,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,22,72.02,7263,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,23,58.3,2804,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,24,93.06,6707,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,25,97.28,7762,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,26,87.58,4265,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,27,73.01,6303,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,28,72.74,839,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,29,70.52,1692,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,30,51.95,4700,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,31,58.39,1319,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,32,70.5,3351,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,33,50.12,7159,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,34,79.87,7225,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,35,49.77,4474,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,36,80.39,1517,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,37,97.3,5114,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,38,85.61,1280,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,39,82.56,2890,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,40,46.06,4410,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,41,76.64,3728,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,42,65.21,6473,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,43,68.54,6639,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,44,92.12,1946,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,45,68.58,864,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,46,62.21,2923,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,47,91.25,4952,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,48,57.7,2447,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
